"","first_name","last_name","height","weight","position","profile","strengths","weaknesses","player","bottom_line"
"120","Amarius","Mims","6'8”","340","Tackle","It's hard to believe how the 6-foot-7, 340-pound Mims can sit down in his stance and run to cover ground. He also has elite length for the position. While his physical potential is through the roof, he lacks experience. He played only 682 snaps over the past two seasons with just eight starts, due to biding his time at a talented program and injury in 2023. He is a strong player who can maintain blocks well with good upper-body strength. Mims is more smooth than he is truly explosive as an athlete, which takes away some of his punch at contact. His feet are also a bit slow in pass protection, which can cause some clunky kick backs and oversetting. ","Ideal build and elite length for the pro level Fast and fluid movement skills for a player of his size; moves like a giant athlete Impressive flexibility to sit in his stance pre-snap and get a wide base Strong player who can displace and redirect Grip strength is strong when he gets his hands inside ","Feet are heavy Kick slides are a bit slow and strides don't stretch as far as they could, appearing a little clunky in the lower body He is a smooth athlete, especially for his size, but doesn't fire off the ball like Broderick Jones did Inexperienced. Doesn't seem as confident in pass sets ",NA,"Mims is not a polished prospect — a level below former teammate and first-round pick Broderick Jones — but he brings sky-high potential. He'll take some developing, but trench players built like this don't make it out of the top 50."
"121","Jordan","Morgan","6'5”","311","Tackle","Morgan is a smooth-moving prospect whose best position in the NFL might be guard. His track and field background gives him natural balance and core strength for good change-of- direction ability. His arm length isn't elite for offensive tackle play, but it should be adequate. While his footwork is fast, the strides in his kick slide are short. His hand placement, patience and football IQ are all pluses. Though listed at 325 pounds, he lacks density and strength. Bull rushes can overwhelm him if they come at an angle, and though he has the foot speed to stay in front of pass rushers, he doesn't have the natural strength to redirect their momentum. ","Nice overall athlete with good explosiveness and good running speed Wide, imposing base in his stance Strong hand placement in pass protection Good core strength for change of direction and quick reaction to stunts/games ","Can get pushed around a bit, even when he's in front of defenders Has the athleticism to mirror pass rushers but doesn't always have the strength to redirect them Good anchor technique but lacks sand in the pants to truly stop them cold Shorter stride length on his kick slides ",NA,"Morgan needs to get stronger, whether he's at tackle or guard in the NFL, but he has desirable athletic traits with fast hands and feet that bolster his starting-caliber potential."
"122","Hunter","Nourzad","6'3”","317","Interior OL","Nourzard is a versatile center prospect who shows the movement skills and football intelligence to play in a variety of NFL offenses. His base is both wide and loaded, which allows him to play with good pad level while also allowing him to fire off the ball quickly. His wide base also allows him to anchor well. His hand placement is consistently inside and effective in locking defenders up. He doesn't really pack a punch at contact, even on combination blocks, and when it comes to stunts, he has a tough time adjusting to/anticipating the speed of looping defenders. ","Wide yet loaded stance that allows him to fire off the ball and get across defensive tackles' face. Conscious of leverage and can keep a low pad level when moving. Feels so in control at all times. Understands the geometry of offensive line play — how to shift weight and wall players off. Hand placement is consistent and effective. Base is wide and balanced to anchor. ","Doesn't really pack a punch at contact. Ohio State's athletes really gave him trouble. Late to see/adjust to loopers on stunts. ",NA,"Nourzard presents a well-rounded skillset and high-floor fundamentals for almost any offense, though he must get stronger to really garner a full-time starting role in the NFL."
"123","Drake","Nugent","6'2”","298","Interior OL","Nugent spent most of his college career at Stanford before transferring to Michigan for the 2023 season. He is small for the position, at under 6-foot-2 and less than 300 pounds. However, he does have 62nd-percentile arm length for a center. His physical limitations show up often on his tape. Despite a decent first step, he does not cover much ground when running due to shorter strides. He is also without the strength or density to be a reliable anchor at the NFL level at his current weight. Nugent struggles to move laterally and can get exposed against quicker defensive linemen. ","Arm length is above the 50th percentile for centers. His lack of height helps with leverage. Understands what to look at and where to be for angles and walling off defenders. ","Consistently lacks the lateral quickness to recover against quicker interior offensive linemen. Appears to lack the strength to truly displace defenders. Gets pushed back too easily against bull rushers. Does not cover a lot of ground when on the move due to shorter strides. ",NA,"Nugent brings good experience to the table but lacks the physical ability and build to be a starter or rotational lineman at the NFL level."
"124","Patrick","Paul","6'8”","331","Tackle","The 6-foot-7 Paul started 44 games at Houston. In 2022, he won just by being big, but his pad level was high, his balance wasn't stable, his footwork was sloppy and his shoulders and upper back were hunched over and prone to overextension. In 2023, he improved his pre- and post-snap posture for better balance, leverage and strength. It wasn’t perfect, but it was encouraging. His arm length and wingspan are elite for the position. His foot speed and hand speed are slow, which allows defenders to get across his face and leads to inconsistent hand placement. He has the size and density to move people in the run game but lacks a true mean streak. ","Good anchor ability Vines for arms Posture was much improved in 2023 Footwork and initial kick slides were clunky in 2022, but first-step coordination/explosiveness improved in 2023 ","Feet are a bit heavy, which is not unexpected due to his size Arms/hand placement is still erratic, at times. Strike zone is not consistent and inside enough Hand speed is somewhat slow Lacks intensity as a run blocker ",NA,"Paul's size alone makes him worth betting on, and his improvement in his fundamentals from 2022 to 2023 was encouraging. He has the frame of a starting-caliber offensive tackle but does need to get quicker and more fundamentally sound — particularly with his hands and feet — to become a reliable long-term lineman."
"125","Jackson","Johnson","6'3”","328","Interior OL","There just aren't many holes in Powers-Johnson's game, especially since he moved to center. He has complete positional versatility along the interior offensive line. He has a fire hydrant-like build with short arms and a barrel chest/belly, but that build makes him powerful. He has the upper-body strength to bench-press 300-pound defensive linemen and the density to anchor quickly and effectively. He is light on his feet for his size, can climb to the second level and has good balance from his wrestling days. ","A big-time people-mover in the run game Big chest and midsection help generate a ton of upper-body strength Dense player who can anchor quickly and effectively Destroyer-of-worlds type of mentality Very good grip strength to toss defenders to the side ","Short arms, even for an interior player ",NA,"Powers-Johnson possesses starting-caliber power and finesse traits at center or guard for both zone or man/gap-blocking concepts. He is dominant enough at his position to be considered a top-20 talent."
"126","Dominick","Puni","6'5”","313","Interior OL","Puni was a no-star recruit and played at Central Missouri for four seasons before transferring to Kansas in 2022, where he played left guard and left tackle. In his first season with the Jayhawks (left guard), Puni displayed bad posture and poor pad level. That made him susceptible to rushers and didn't allow him to really maintain blocks. His posture was better in 2023 (left tackle), and although he was still standing taller than preferred, he was conscious of leverage and dropped his pads more before contact. He also showed a lot more power in 2023, disrupting and displacing defenders. His power best projects to guard. ","Massive player who is tough to get around from size alone Has the power to displace people when he gets them between the shoulders ","Poor pad level in 2022 but improved in 2023. Might be a hindrance at guard Upright stance after the snap exposes his chest and makes him too easy to manipulate Top heavy in his weight but played with a flatter back in 2023 Does not maintain blocks on tape ",NA,"Puni is much improved from 2022 to 2023, and if he continues on his current trajectory, he has the power profile and size to earn a rotational role at guard with starting potential."
"127","Layden","Robinson","6'5”","313","Interior OL","Robinson is a well-built guard who has a ton of athletic potential. However, his inconsistencies need work if he is to even be considered a preferred backup. His well-distributed weight gives him good leg drive for run blocking and double teams. He also has good burst out of his stance to get on the move as a puller. His upper body doesn't have the power that his lower body does. That, plus a lack of consistent pad level, makes it too easy for defenders to throw him off. Robinson also gets off double teams too quickly and can miss his aiming points when lining up defenders in space. His arm length is a plus, but his hand placement is too wide. ","Well-built offensive lineman whose lower half is good for leg drive. Stretched, wide base at the snap makes it tough to get into a gap next to him. Good first-step burst out of his stance. Quick, balanced footwork from a wide base makes him tough to get around. ","Comes off double teams too quickly Upper-body strength can be an issue, at times, as defenders can throw him off to get off blocks. Misses his aiming points when asked to block at the second level. Hands are often too wide and expose his chest. Lacks consistency in pass protection. ",NA,"Robinson is a good project interior lineman for a zone-blocking scheme. He needs to work on his pass-blocking consistency to become a preferred depth player or a starter."
"128","Roger","Rosengarten","6'5”","308","Tackle","Rosengarten's most alluring trait is how he moves. He is light and explosive on his feet, as evidenced by his 90th-percentile 40-yard dash time. He can really get out of his stance and into defenders quickly, even at the second level. He does struggle with power. Even with momentum, he struggles to displace defenders. When asked to go one-on-one with more powerful defensive ends, he wouldn't give up the fight, but he would give up ground. He does play with a chip on his shoulder and a mean streak to his game, which isn't something you see often from more finesse linemen. ","Lighter weight, but he can really move. Nimble despite being an OT. High-motor player. Looks like he plays with a chip on his shoulder. Has a mean streak, even without a lot of natural power. ","Struggles to generate difference-making power at the point of attack. Got into trouble when asked to block bigger players. Does not sustain blocks consistently. ",NA,"Rosengarten is worth a Day-3 flier as a developmental, athletic offensive tackle. He lacks the power necessary to survive at the NFL level in his current state."
"129","Walter","Rouse","6'6”","313","Tackle","Rouse has played in and started a ton of games in his college career. He is a well-built and smart offensive lineman (biomechanical engineer at Stanford). He has a good understanding of hand placement and angles, and his eyes are consistently looking in the right place for the most dangerous rusher. As for traits, his power is adequate for the NFL. He can move well for his size, but his feet are slow to mirror rushers when he doesn't anticipate. He also has a bad tendency to dip his head at contact. His leverage is inconsistent (often playing high). ","Well-built offensive lineman. Well above average arm length/wingspan. Good eyes on where to look when locking assignment is less obvious. Good understanding of hand placement. Power is adquate for the NFL. ","Slow to react and mirror when he isn't able to anticipate. Does not play with consistent leverage; makes contact high. Head/eyes dip too often at contact. ",NA,"Rouse is an experienced and well-built offensive tackle prospect with good size, length and football intelligence for a man/gap run scheme. In pass protection, he must improve his foot speed and consistency with leverage in order to become a starter at the next level."
"130","Kingsley","Suamataia","6'5”","326","Tackle","Suamataia is an impressive overall athlete with difference making explosiveness and power in the run game. Whether blocking in man/gap or zone concepts, he has the upper and lower body strength to drive and displace. In pass pro, his footwork is natural for a player of his size, but he doesn't move laterally as well as he does forward. Where he is a dream athlete for a tackle, his inexperience leaves his technique in a raw and inconstistent state. His hand placement and timing are a work in progress, and at times he can be more of a shover than a true blocker. ","Versatile starting experience Has impressive posture, weight distribution and balance for a player of his size Upper and lower body power to drive and displace Really explosive athlete in the run game ","Hand placement/timing is too inconsistent and ineffective He is more of a shover than a blocker right now Is green on pass blocking experience; reacting instead of anticipating He can play too upright and abandons pad level in pass pro Explosive off the ball in run blocking, but a bit off balance and not quite the same athlete in pass pro/laterally ",NA,"Suamataia is a dream prospect to draft and develop somewhere on day two. I worry about him being baptized by fire if drafted in the first round and called upon to start right away."
"131","Nathan","Thomas","6'5”","332","Tackle","Thomas didn't play offensive line until he got to ULL, so it is well within reason to believe his best football is still ahead of him. He is a powerful offensive tackle who has a finisher's mentality in the run game. He can anchor well versus speed- to-power in pass protection, and he has good core strength to maintain blocks. His feet are heavy, both in pass protection and when run blocking. His hand placement seems to always be targeted inside, and he does have good power at punch. ","Powerful offensive tackle who has a man/gap blocking mentality. Good core strength to stay balanced through twists and turns. Finisher's mentality who wants to bury his defenders or walk them to the sideline. Can anchor well against speed-to-power moves. ","Not very fleet of foot — teams won't want him zone-blocking too often. Heavy, slow feet in pass protection leave his inside shoulder susceptible. Kickslide footwork is not very balanced. ",NA,"If you keep things in a phone booth, Thomas has the power profile to make the roster as a depth offensive tackle in a man/gap scheme offense."
"132","Sedrick","Pran","6'4”","298","Interior OL","Van Pran is a smart center prospect who projects well to a man/gap scheme in the NFL. He started at center for three straight seasons, and with that workload comes an understanding of how to win with hand placement, leverage and footwork, in addition to pre-snap communication. His strength is adequate, and his hand placement allows him to latch consistently. His wide base gives him a good ability to anchor, but it hinders how well he can mirror in pass protection. His weaknesses show up when he is required to be agile in one-on-ones. More athletic pass rushers gave him trouble. He sets the tone with physical play on every snap. ","Wider base in pass protection makes him powerful to anchor Overall athleticism is below average, but burst/first step quickness is good High football IQ Good hand placement/hand strength Does not shy away from the physicality of the position. Great mentality ","Wide base makes it easier to anchor but tougher to shuffle and mirror against stunt rushers Good in pass protection in a phone booth, but anything that makes him really move is a challenge ",NA,"Van Pran is a high-IQ center prospect whose acumen, experience and physical mentality warrant a shot at a starting role (center only) in a man/gap-heavy scheme despite some athletic limitations."
"133","Zak","Zinter","6'6”","309","Interior OL","Zinter is a powerful interior offensive lineman whose skill set and size fit perfectly with Michigan's power running scheme. He carries a lot of weight in his upper half, giving him good power to push people at contact and latch on to maintain blocks. Despite his lack of weight in the lower half, he anchors well. He is a below-average athlete in movement and flexibility. His size is his best attribute in pass protection, but he is also patient as a pass blocker. ","Good combo block play in power run-blocking concepts Leg drive doesn't quit once he latches on Powerful player who can displace when he hits Upper-body power to anchor despite being lighter in the lower half Size is his best attribute in pass protection. Also shows good patience ","Nimble footwork for a player of his size Light in the pants. Most of his weight and power comes from above his waist Stiff at the hip. A little hunched over in his posture Below-average athlete for the guard position Taller height gives him more length but also makes it tougher for him to get low for leverage, especially with hip stiffness ",NA,"Zinter's movement limitations will likely limit him to man/gap schemes if he is to be successful at the next level, but he does have sufficient power to get a shot at a starting role at some point in such systems."
"134","Khristian","Boyd","6'2”","329",NA,"Boyd's game is built around his power. His weight is appropriate for nose tackle responsibilities, which he executes very well at the FCS level. He is a build-up speed and power player. As a run defender, he is quite stout in a variety of alignments. His biggest detractor is his arm length, as it falls below thw 10th percentile length, which makes it tough for him to get off blocks and pull off pass rush moves. However, he could still stand to throw a good club move in there with as much power as he has, so there is still some upside. ","Powerful leg drive that can really push the pocket, especially with speed-to-power momentum. Powerful crasher on stunts. Strong run defenders who held up well against double teams in the FCS. ","Short arm length makes getting off blocks more of a chore. Build up speed more than twitched-up athleticism. Hands could get faster — could use more rush moves, even just club variations. ",NA,"Boyd likely lacks the length to be a consistent difference-maker in the passing game, but his power and size make him a good candidate to be a backup defensive lineman in odd or even fronts."
"135","DeWayne","Carter","6'2”","302",NA,"Carter, a three-time captain at Duke, brings a pass-rush profile that starts with a strong upper body and an ability to bench-press interior offensive linemen off-balance in his bull rushes. From there, you'll see him use club-rip, club-arm over and spin moves to diversify his pass-rush profile. As a run defender, he is reliable and can even hold up against double teams with good leverage. His overall athleticism feels average, mainly in pursuit speed, but he does have a quick first step. He is also an intelligent player who consistently knows where the ball is and where it is going. ","Strong upper body. High football intellgience. Deep pass-rush bag of moves and counters. Good versatility. Strong player who can hold up against double teams when he gets leverage. ","Get-off was below average in 2022 but improved in 2023. Pursuit speed is average for the NFL level. ",NA,"Carter isn't an elite physical presence, but he is a versatile, smart and consistent football player in both the run and pass games. He projects as a high-floor rotational player with starting potential."
"136","Tyler","Davis","6'2”","301",NA,"He is a steady, impactful, fundamental and high-motor player on the interior who can play anything from a 4i to a 0-tech. His hand placement is consistent and effective, which allows him to make up for less-than-ideal measurables. He also sees gaps/blocking schemes before the snap and knows how to attack. The reason he isn't mocked higher is his physical limitations. Both his arm length and wingspan are below the 10th percentile, which limits a lot of his pass-rush potential. It also makes it tough to get off blocks against the run. He is also lighter in weight for a nose tackle, but his frame appears to be maxed out. ","Intelligent football player who anticipates where the ball is going and how to attack blocking schemes right at the snap. Good initial burst out of his stance (72nd percentile 10-yard split). High motor player who does a lot of the dirty work on the interior. Consistent and effective hand placement. Can play anything from a 4i-0 tech (though you don't want him as a 3-4 DE). ","Fire hydrant build, which comes with leverage benefits but also length deficiencies (arms and wingspan below 10th percentile). Any sort of turn and chase is tough for him due to his shorter strides. It is difficult for him to fully get off blocks due to his lack of length. ",NA,"Davis has the football intelligence and mentality of a depth/rotational defensive lineman for any front. He has physical limitations, which hinder his pass-rush efficacy and block shedding, but he could still become a spot starter at some point due to his intangibles."
"137","Braden","Fiske","6'1”","292",NA,"Fiske played five seasons at Western Michigan, including three as a full-time starter, before transferring to Florida State in 2023. While the Power Five level presented a new challenge, he grew more comfortable over time. Fiske wins with a quick first step and fast hands, allowing him to be an effective one-gap penetrator and making him tough to reach block. His shorter arms limit the depth of his pass-rush tool bag despite his good understanding of moves. His club-arm over/swim is potent. His weight limits his strength in run defense, but he holds up well pound-for-pound and possesses good eyes and anticipation for where the ball is going. ","Good ankle flexibility/ability to corner Active and fast hands Light but smart run defender High-motor player Quickness makes it so difficult to reach block ","Lighter weight means he can get pushed around Shorter arms will show up as an issue ",NA,"Fiske's measurements are not ideal, but he has an NFL-level football IQ and pass-rush quickness to be a potential impact player as a 4-3 defensive tackle, even with some run-defense deficiencies."
"138","Gabe","Hall","6'6”","291",NA,"Hall's best plays are eye-popping, but they are inconsistent. He gives up his chest/leverage and can be manipulated by smaller interior players too often. He also tends to try to shed a block instead of holding the line. He has an explosive first step for a player of his size, and his length on the interior can be devastating. Conditioning is a question because there are some reps where you can tell he's fresh and will shed a block/impose his will while he will abandon his technique and fundamentals to give up a chunk plays on other snaps. ","Length is a big advantage for him versus shorter-armed interior defenders. Above average first-step explosiveness, especially for his size. Will get his long arms up and into throwing lanes. Hands can be violent and devastating. ","Loses leverage too often, especially when asked to two-gap. Loses short-area control once he gets on the hoof — tough to stop his momentum. Inconsistent effort/explosiveness — conditioning could have been an issue in 2023. Prioritizes gap shooting/block shedding over gap integrity, at times. ",NA,"Hall is a very alluring player because of what he brings to the defensive line from a physical and athletic standpoint. He has good rotational potential, but he must become more consistent in his anchor and run-defense responsibilities."
"139","Michael","Hall Jr.","6'3”","280",NA,"At 6-foot-2, Hall is not long enough to be a 3-4/4-3 defensive end. And at 280 pounds, he's not big enough to be a full-time defensive tackle. However, his play is quite productive. At his lower weight, speed and quickness are his calling cards. He loves to get across an offensive lineman's face to shoot a gap and get into the backfield. He does this either with a fast club-arm over or by setting his blockers up with a Euro step before making a move. As a run defender, he is strong for his size, especially when he maintains a lower leverage. But inconsistent — too wide or too low — hand placement negates that, at times. ","Can shoot gaps and get across the face of linemen with consistency. Looks like a basketball player with his euro-step set ups. Decent ability to corner. ","Leg drive is lacking power and displacement strength, even against single blocks. Does not hold up well against combination blocks. ",NA,"Hall's measurements make him a tough player to slot into a specific scheme, but due to how quickly he can win with finesse on the interior, his best spot in the league is likely as a DT/DE in a versatile 4-3 front. His pass-rush abilities give him the chance to be a productive pass-rush specialist."
"140","Marcus","Harris","6'2”","286",NA,"Harris is a compact interior defensive lineman who comes in at a lower weight. He has an explosive first step, fast hands, a good ability to shoot gaps and consistently wins the leverage and pad level battle. He'll be a liability in run defense outside of shooting gaps, and his significantly shorter arms make it tougher to get off blocks when the initial move doesn't hit. ","Compact build gives him good explosiveness out of his stance. Good, natural leverage out of his stance. Strong enough to push-pull and disengage when he gets his hands inside. Quick arm over to disengage and meet backs at the line of scrimmage. ","Shorter arms lead to missed tackles. Tougher for him to break free from offensive linemen that win the length battle. ",NA,"Harris is a one-gap penetrating three-technique defensive tackle for a 4-3 defense whose measurables and run-defense limitations likely limit him to a rotational role as a pass-rusher."
"141","McKinnley","Jackson","6'2”","326",NA,"Jackson's game is all about quick penetration, which stems from a fast first step and arm-over move. His pass-rush profile is more limited, as he ""plays the hits"" more than wins with a diverse bag of moves; it’s not the worst thing, but it’s worth noting. His bull rush and push-pull can be effective if executed quickly, but his leg drive and displacement run out when offensive linemen get to their balance and anchor. He can get off blocks quickly in run defense, though he is inconsistent, likely due to his arm length, which ranks below the 50th percentile for defensive tackles. While he can hold up against double teams, it's not a given. ","Quick one-gap penetrating defensive tackle Effective arm-over move The slipperiest 330-pounder you'll see ","Gets moved easily by double teams Plays on the ground too much Bull rush has a nice push due to quickness, but does not sustain displacement Not an effective stunt player ",NA,"Jackson is a slippery one-gap penetrating defensive lineman who can play nose and three-technique in a 4-3 scheme. A lack of arm length limits his pass-rush/starter potential, but he can be successful as a depth pass rusher in a rotation."
"142","Jordan","Jefferson","6'3”","313",NA,"Jefferson's biggest strength is his strength. He started weightlifting at a young age and even competed in high school. That power shows up in how he dictates contact, enabling him to stack and shed with control and violence. He can be slow to do so, however, which yields limited backfield production. His arms are average for interior defenders, but they seem smaller due to how he struggles to get his arm over on rush moves. He has a good first step to accelerate, but his shorter strides don't cover a ton of ground. He holds up well against double teams, something he will need to continue to do as a projected nose tackle. ","Average arm length for defensive tackles in the NFL. Very strong player who did 34 repetitions on the bench press (weightlifting background). Really impressive core strength and body control. Good strength to stack and shed. Nice first step burst. ","Good first step burst, but his shorter stride doesn't cover a ton of ground. Slower to disengage, which is why he did not have much backfield production. ",NA,"Jefferson has the power of an NFL defensive lineman. He needs to speed up how quickly he gets into the backfield in order to really gain a rotational role in the pros."
"143","Kris","Jenkins","6'3”","299",NA,"Jenkins is one of the strongest players in the draft. He is a run stopper at heart who is most comfortable and confident holding the line. His run-stop percentage ranks in the 99th percentile due to how well he can hold up against double teams and control one-on-one run-blocking situations. He has an explosive lateral first step that allows him to get across a guard's face and into gaps, but he does not bring that same level of explosiveness to getting upfield as a pass rusher. His biggest knock is arm length, which will likely be well below average for NFL standards. This appears as an issue when gaining leverage and separation through contact. ","Holds up very well against double teams. Pound-for-pound, he might be the strongest player in the class. Effective at using the corkscrew technique. Really quick lateral first step to cross face/gaps. ","Shorter arms will get exposed versus longer linemen. Short arms also prove to be an issue when trying to get distance/leverage when disengaging off blocks. Short arms also show up as a weakness when tackling. First step upfield in pass rush is not as explosive as his lateral step. ",NA,"Jenkins is one of the strongest players in the entire draft class, but his arm-length limitations and lack of pass-rush profile will likely limit his draft stock to a mid-to-late Day 2 selection. However, his high floor presents starting potential in a 4-3 scheme."
"144","Logan","Lee","6'5”","281",NA,"Lee is light (below the fifth percentile among DTs). That lack of weight obviously shows up and clouds his home position in the NFL, but if he can gain more weight and play between 285-290 pounds, he can be a solid player. He has fantastic quickness and agility for an interior defender. His shorter arms make block shedding tougher, but he has a nice rip move to attack shoulders. Despite his lack of weight, he is strong and gives great effort at all times. ","Consistent inside hand placement. As expected with lighter weight, elite agility testing drills showcase good ability to corner and bend for an interior player. Quick first step and lateral agility to get across the face of interior offensive linemen. Has the speed to catch hesitant RBs from the backside. Understands corkscrew technique against doubles and executes it well. ","Lighter weight does show up even though he has impressive strength. Run defense is more about gap shooting than holding the line (but he is better at the latter than you expect). ",NA,"Lee has a unique build and skillset for an interior player, and his long-term future might be as an edge defender, but if you get get a bit more weight on him, he has the quickness and effort to be a potential rotational contributor in an even front as a three- technique defensive tackle."
"145","Fabien","Lovett","6'4”","314",NA,"Lovett's height, weight and length are all big pluses physically on the inside. He's strong as an ox, and though he doesn't have many pass-rush moves, his push-pull and arm- over moves can be devastatingly violent. He can hold the point of attack very well against double teams to be a reliable nose tackle. Ultimately, his lower draft profile stems from a lack of first-step explosiveness and pass-rush plan. ","Strong to take double teams in the middle. Violent push-pull and arm-over moves. Massive wingspan and arm length for an interior defender. Junkyard dog in the middle. ","Slower off the ball and into offensive linemen — doesn't have impressive explosion off the snap. Doesn't really show much in terms of pass-rush moves (just looks to win with strength). ",NA,"Lovett is a stout run defender with plus measurables to play in between the B-gaps in the NFL. His lack of pass-rush ability will likely limit him to a rotational player at best, but he can be a useful one for a run-defense role."
"146","Byron","Murphy II","6'1”","297",NA,"The 6-foot-1, 305-pounder brings elite-level strength and athletic ability to trench play, earning a spot on Bruce Feldman's 2023 “Freaks List."" Murphy's punch and press are violent and strong, allowing him to utilize his lower leverage to dictate run-defense battles. Teams may think they can run at him due to his measurables, but he has great lower-body strength and doesn't yield much ground versus combo blocks. Perhaps nothing better sums up Murphy’s strength than that he played nose tackle despite 360-pound T’Vondre Sweat's presence along Texas’ defensive line. His strength and explosiveness led to excellent pass-rush grades and win rates. ","Strong player Violent. Throws offensive linemen aside in run defense Upper-body strength to bench press o-linemen with good leverage Punch and press are so imposing Explosive first step Great balance ","Short arms can become an issue Doesn't have a deep set of pass-rush moves Needs to be quicker to go to counters/fight off blocks ",NA,"Murphy is a gifted defensive lineman in both the strength and speed categories. He is a versatile three-down player who brings plus abilities as a run defender and a pass rusher, projecting as a first-round impact starter for any front."
"147","Jer'Zhan","Newton","6'2”","304",NA,"Newton, the 2023 Big Ten Defensive Player of the Year, is listed at only 6-foot-1.5 and 300 pounds, but he often makes up for it in quickness. Few pass rushers get off blocks better than him. He likes to win by getting his hands on a blocker and using a push-pull or arm over. He brings a wide variety of pass-rush moves and counters. In run defense, he shoots his hands up and in and throws linemen aside after getting them off-balance. If he does not immediately win, he can get controlled at his lower weight. His high run-defense grades come more from gap shooting than from holding the line, and he does not hold up consistently against double teams. ","Possesses quick handwork Feet never stop firing Experienced and effective stunt/loop rusher Motor that never stops Explosive first step ","You can tell he is light Lacks overall flexibility for getting low or bending on a rush High run-defense grade comes more from gap shooting and disengaging blocks than truly holding the line Top speed is limited in pursuit ",NA,"Newton has some physical limitations due to his size and lack of natural flexibility, but his hand usage, pass-rush tools and block-shedding ability allow him to be very productive in any alignment as a three-to-five-technique player."
"148","Ruke","Orhorhoro","6'4”","294",NA,"Orhorhoro weighed just 265 pounds as an edge defender when he joined the Tigers but has since bulked up to around 290 to play inside, as well. His body type makes him a tweener on the defensive line, but he is strong for his frame, and that gives him a ton of versatility. He has played everything from zero-technique to five-technique. He is a reliable player in run defense, consistently staying square with the ball carrier at the line of scrimmage, and is not one to whiff on tackles. As a pass rusher, he wins with speed and power, but his profile outside of his athleticism is lacking — something that could develop during his NFL career. ","Strong pound-for-pound player Versatile. Can line up anywhere from 0-tech to 5-tech Decent upper-body strength to bench press linemen and also push with a good bull rush Fundamentally sound run defender who keeps his shoulders square to the ball Good stunt player as a crasher or a looper ","Leans too much on his athleticism to win as a pass rusher Sometimes struggles to disengage with proper speed due to shorter arms Change of direction and pursuit of athleticism are average ",NA,"Orhorhoro is a versatile defensive lineman who can be a high- floor player at defensive end or defensive tackle. However, he needs to develop technical pass-rush moves to be more than a rotational player at the next level."
"149","Keith","Randolph Jr.","6'4”","296",NA,"Randolph is a high-effort player who wants to get into the backfield on every play. Illinois teaches their defensive linemen to stay square to the line of scrimmage in most situations, and Randolph can do that. His shuffle is adequate, but when asked to turn a corner, he struggles. He wants to get into the backfield every snap, which he does most effectively with an arm-over move. Outside of that, he doesn't have many pass-rush moves, though we have seen a good long arm and some chop-rip reps when aligned as a DE. His feet are heavy, at times, and that goes along with some overall ceiling of athleticism concerns. ","High motor player. Decent first step. Violent hands for club and rip moves. ","Can move side-to-side in a shuffle at the line of scrimmage, but there is tightness in his turns. Give up leverage pretty quickly. He tries the arm-over move instead of holding the line with a push-pull. Lacks overall athleticism to be a difference-maker as a pass -rusher. Feet look heavy at times. ",NA,"Randolph projects as a depth player for even front who can align as 3-4 tech. His gap-shooting mentality will give him some splash plays, but he is inconsistent right now beyond that."
"150","Maason","Smith","6'5”","311",NA,"Smith was a rotational starter as a true freshman at LSU, had his 2022 season ended by a torn ACL and then played 582 snaps in 2023. The 6-foot-6 interior defender’s size jumps out. He has the length and strength to play any alignment. His lack of snaps in college means he is green in the technical aspects of the game. His hands, while active, are often reckless. He leans more on athleticism than the fundamentals and can be a bit slow to react. His explosiveness is good when adjusting for weight, but his burst is lacking. He can hold up decently well in run defense against double teams but is slow to get off single blocks. ","Unique build for a defensive tackle Long arms provide a lot of control to shoot his hand up and peek into the backfield versus the run Has the size and strength to hold ground against double teams Hand placement needs work, but when it's on point, he can dominate a rep ","Slower off the ball Active but reckless hands Leg drive stalls out on bull rushes. Might not trust his knee Slow to see the ball and to disengage ",NA,"Smith is a physically gifted prospect, but one who will need to develop. He has to speed up his play, both in recognition and movements, to be more than a rotational player with plus size."
"151","T'Vondre","Sweat","6'5”","366",NA,"It has been a long journey — five years and 62 games played — for Sweat to become an NFL-caliber defensive tackle. In 2022, though he had the size to be an impact player, his hand usage, conditioning and lack of leverage limited his effectiveness. In 2023, he improved in all areas, as he no longer relies on just being big. His hands are fast and violent, and he has a good understanding of when to throw which moves and counters. He is light on his feet for a player pushing 370 pounds. He doesn't have a mean streak in the run game, but in 2023, he was more stout against double teams and got off single blocks more efficiently. ","Sheer size makes him a tough assignment. Pass rush moves and counters were much improved from 2022 to 2023. Really light on his feet for a player pushing 360-plus pounds. Leg drive was powerful in 2023. Held up against double teams in 2023. ","Pops up high out of his stance naturally. Conditioning will be naturally tough. ",NA,"Sweat has the size that you can't teach. At his best, he's an impact, versatile interior defensive player, but weight and conditioning will determine how often that can be in the NFL."
