"","position","name","college","overview","bottom_line"
"105","EDG","Edge Marcus Davenport","Utsa","Physically imposing edge defender. The kind of height (6-foot-7) and length (34” arms) that teams crave setting the edge. Raw as can be. Needs to be taught pass-rushing technique from the ground up. Bull rush is go to move and even that could use some refining. Overpowered tackles in Conference USA. Lack of pass-rush repertoire apparent at Senior Bowl, where he won only 38 percent of reps in 1-on-1s. Pop on first contact in run game and as pass-rusher is special. Not many edge defenders even in NFL have his tools. Lined up almost exclusively against right tackles. Only took 127 snaps from right side all last season.","Davenport is currently a collection of parts that have yet to be assembled into a working vehicle. The good news is that he could very well be a Ferrari if they’re ever put together, but there’s no way of knowing when and if that will happen. His upward grade progression in college is encouraging, as was his playmak- ing ability with 36 total stops this past season, but he’s still pure projection at this point."
"106","EDG","Edge Duke Ejiofor","Wake Forest","Looks the part from a size/athleticism perspective. Very active hands. Never done as a pass-rusher and can win late. Employed the rare outside spin move more than a few times and made it work. Kicked inside on third downs and can be used as a chess piece at the NFL level. Calculated pass-rusher. Not simply a one-move type of guy. Bases his moves on how the tackle plays him. Linear upward progression throughout his college career. Not overly explosive. No real high-level traits.","Ejiofor was the definition of solid at Wake Forest this past season. He had at least three pressures all but one full game he played this year. There’s not much about him that really pops off the tape, but he consistently gets the job done nonetheless. His ability to rush the passer from the interior is a legiti- mate weapon that can be taken advantage of in the NFL."
"107","EDG","Edge Kylie Fitts","Utah","Rarely won to the inside or with a bullrush. Must expand his pass-rush repertoire. Battled injuries throughout his career. Played 658 snaps in 2015 and only 600 snaps in 2016 and 2017 combined. Has the agility to turn the corner on the edge. Led the nation with nine batted passes in 2015. Plays with good leverage in the run game. Regularly dominated 1-on-1 matchups with tight ends. Disrupting and disengaging in order to make plays. Feels the downblock and takes out pullers when playing power/counter. Can get engulfed or washed down the line of scrimmage by better offensive tackles in the run game.","Fitts is a classic case of having all of the necessary tools but not being able to put it all together on the field. His career looked promising after an excellent 2015 season, but injuries and inconsistency derailed what could have been. Fitts is worth a shot to see if he can regain his previous trajectory that had him looking like one of the nation’s top pass-rushers in 2015."
"108","EDG","Edge Jeff Holland","Auburn","Majority of wins came to the outside of offensive tackles. Must expand his entire repertoire of pass-rush moves. Lacks the desired size for NFL edge rushers. Despite lack of size, has good length and showed effective stab moves to get under offensive tackles. Effective on stunts, either when coming unblocked or when navigating through blocks. Productive pass-rusher but did not have a high percentage of dominant 1-on-1 wins against good offensive tackles. Only one year of strong production. 65 of his 95 career pressures came in Will disrupt blockers in the running game but struggles to finish. Had a run-stop percentage of only 5.9 percent last season.","Holland is one of a few undersized yet productive rushers in this class. While he may not fit the traditional mold on the outside, and he lacks desired three- down ability, there are things to like about his game and he may be best used as a movable chess piece in the pass-rush game. His effectiveness rushing off the edge should lend to production as a blitzer if used to move around for isolated matchups against running backs at the next level."
"109","EDG","Edge Sam Hubbard","Ohio State","Ideal build for the position at 6-6, 265 pounds. Ability to play a number of different alignments at that size. Nothing special athletically. Noticeably a step slower out of stance than line mates at Ohio State. Never done as a pass-rusher. Won’t get himself in bad positions and is just as likely to win with his second/third move as his first. Two-hand swipe is his go to move and will consistently fight tackles up high. Played only 528 snaps in 14 games and still had some slow reps. Never dominated a game from start to finish. Not overly powerful. Has to win with technique rather than physically imposing his will on offensive tackles. Even when he wins, can struggle to close on quarterback and was often times taken off balance by slight nudges","Hubbard’s evaluation is an exercise in what one values most from edge rush- ers, because his strengths and weaknesses are so defined. He’s NFL ready from a technical standpoint, but nearly every elite edge rusher in the league is a far better athlete. He may not excite, but he could step on an NFL field today and be productive."
"110","EDG","Edge Arden Key","Lsu","Fits the long and lean mold of LSU edge defenders standing 6-6, 255 pounds with long arms. Took a leave of absence from LSU for personal reasons last spring and came back in the fall a tad heavier and slower after shoulder surgery. Freakish body control for his size. Could pass as a wide receiver his sophomore year the way he could dip and change direction. Rip is his go to move, but bull-rush is still a work in progress. Has all the tools to make it work in time though. Uninterested at times versus run. Struggles to hold the point against powerful tackles and can get out-leveraged. High end is arguably the most impressive in the class. Graded well against last year’s first round tackle Ryan Ramczyk.","Key’s off the field evaluation may be as important as his on-field at this point. His grade dropped from 87.8 as a sophomore to 81.1 as a junior, which is just an added red flag. He’s arguably the most physically gifted pass-rusher in this class and dominated the SEC as a sophomore, but he still has a ways to go tech- nically. The question is will he be focused enough to put it all together?"
"111","EDG","Edge Harold Landry","Boston College","As twitchy an athlete as you’ll find in this draft class. Would at times beat college tackles with no more than his first step. Bend around the edge is elite. Can dip and play at an angle with the best of them. Something was very off with him senior year. Wasn’t close to same player from junior tape. Missed last four games with ankle injury. Too often a one-move pass-rusher. If he doesn’t win on contact he’s taken out of the play. Sells out too often for sacks. Flashed speed-to-power, but strength is still an issue. Tad undersized and could be seen as a designated pass-rusher. He’s not much of a hands fighter as a pass-rusher, though he knows how to work his hands on his rips and outside moves. Gets himself into trouble telegraphing directions without being able to counter. Could be deadly with his speed and more developed counter.","The difference between Landry’s junior year tape (89.0 overall grade) and senior year (83.9) is terrifying. Teams will have to do their due diligence as to why that’s the case, but it could be as simple as a lingering ankle injury that ended his season. His junior season was the best we’ve seen from anyone in this class as a pass-rusher, and his off-the-charts athleticism suggests he will translate to the next level."
"112","EDG","Edge Justin Lawler","Smu","Finished with 23 sacks, 24 hits, and 100 hurries on 1,019 career rushes. Knows how to win with low pad level and quick hands. Attacks offensive linemen with a variety of pass-rush moves. Wins to the outside and with power. Powerfully works through contact on his way to the quarterback. Capped a strong week of practice at the Shrine Game, capping it with a sack and two run stops in the game. Disruptive player but was often a step slow converting pressures into sacks. Posted at least six pressures in six different games in 2017. Explodes into blockers in the run game. Can dominate both sides of the block, especially against tight ends. Had the 3rd-lowest percentage of negatively graded plays against the run among edge defenders in 2017.","Lawler put together multiple seasons of strong play, culminating in a domi- nant 2017. He wins with low pad level and strong technique, both attributes that often go overlooked when it comes to the draft process. While Lawler may not have the same athleticism as the top edge defenders in the class, he knows how to defeat blocks in both the run game and as a pass-rusher, and that gives him a chance to become a productive NFL player."
"113","EDG","Edge Tyquan Lewis","Ohio State","A player that has aligned in multiple spots, played inside and outside on the D-line at Ohio State. Box score stats declined in 2017, but grades did not. Still notched 44 total pressures. Incredibly reliable tackler. Missed just nine across four years, with only one miss in 2017. A tweener who looked more effective inside in college but doesn’t have the size for that at the next level. Can struggle to hold up against strength, particularly on down-blocks or double teams where he gets rocked off his spot. Has some explosiveness but lacks consistent agility and speed to attack the edge. Dominated in the Senior Bowl, with six total pressures on 22 pass- rushing snaps.","Lewis has been a productive player for Ohio State and done so in a variety of different D-line techniques along their front. Averaged 47 total pressures and 20 defensive stops over the past two seasons. Needs to prove he can play on the edge at the next level, because he doesn’t have the size or strength to hold up inside. Was very productive in the Senior Bowl, but not so much during the week of practices. Will hit an NFL roster, and then needs to show he can still be productive at the next level."
"114","EGD","Egde Hercules Mata’afa","Wsu","Played out of position all season long on the interior of Washington State’s defense. Only took seven snaps outside the tackles all season. Fantastic athlete who often times had to do little more than slant across an offensive lineman’s face at the snap to win. Comfortable fighting through traffic with terrific bend. Go to move as a rip on the interior and was usually all he needed. Doesn’t have a refined pass-rushing skill set. Really only used his hands when he had already beaten a Offensive lineman to get himself clean. Great balance as a pass-rusher or run defender. Had to face the double teams that came on inside and held up well. Didn’t play in space often, but when he did his closing ability was special.","It’s impossible to know what Mata’afa will look like facing offensive tackles snap after snap because he’s never done it. If you’re going to take a chance on a guy who played out of position though, I’d do it with a player like Mata’afa, who still graded extremely well while playing defensive tackle. All the traits are there, but he’ll need good coaching and patience at the next level."
"115","EDG","Edge Uchenna Nwosu","Usc","Agility that is immediately apparent on tape. Can stop on a dime and change directions during his pass-rush. Undersized for the position. Has to be on the edge and may even be limited to designated pass-rusher. Had an incredible 10 batted passes this past season. One-year wonder. Had three sacks and 43 total pressures to his name in three seasons before 10 sacks and 63 pressures this season. Disappeared when he didn’t have a drastic athletic advantage over the opposing tackle. Legitimate coverage ability. Could even be seen as an off-ball linebacker by certain teams.","Nwosu is a perfect fit for teams that utilize a true 3-4 outside linebacker. He’s a capable underneath zone defender whose athleticism can be used as a weapon on blitzes/stunts. As a pure pass-rusher, he’s nothing special, often getting by on little more than his athleticism. It’s encouraging the strides he’s already made from early in his career though."
"116","EDG","Edge Ogbonnia Okoronkwo","Oklahoma","Undersized at 6-1, but with exceptional length (34” arms) that can still get it done on the edge at the NFL level. Showed well at the Senior Bowl, with 50 percent win rate in 1-on-1s (second best of any edge) and was highest graded defender in game. Fantastic natural leverage with his size allows him to play bigger than his weight (242) suggests. Not limited to pass-rusher only. Deadly inside spin move when employed. Has the balance for it to be a consistent weapon that offensive linemen have to worry about. Not the most physical of pass-rushers. Will get sack happy and just try to run around linemen instead of playing through them. Great lateral agility. Can often beat tackles with his quickness alone and can stop on a dime for an inside counter. Not a ‘bend the edge’ type of pass-rusher despite his size. Can be a little stiff when ripping to the edge.","There are too many strikes against Okoronkwo (size/flexibility) to feel com- fortable pounding the table for him at the top of the draft, but he offers a legit pass-rushing skillset that can contribute right away. He was the second-high- est graded Power-5 edge defender this past season (87.5) and was a complete player at Oklahoma. He’ll need to add strength to play full-time at the next level, but he’s not too far off."
"117","EDG","Edge Joe Ostman","Cmu","Some of the best hand usage in this entire class. Fights snap after snap with a myriad of moves to keep himself clean. Terrific balance. Plays extremely well through contact to finish. Had 45 total stops this past season. Competition is a major concern. Kansas, Syracuse, and Boston College were his only power five opponents this year. One-year wonder who saw his grade leap from 80.8 to 91.1 this past season. Undersized. Holding up against the run may be an issue at the next level and teams may even see him as an off-ball linebacker. Limited athletically and not particularly flexible. Doesn’t ‘look the part’.","Ostman has maxed out his physical attributes about as well as one can. He’s undersized and even against MAC competition he doesn’t pop off the tape ath- letically, but he was a handful for every tackle he faced. If he can get his weight up while maintaining his play speed, he’ll have a chance in the league."
"118","EDG","Edge Ja’von Rolland-Jones","Arkansas St","Slightly built, speed rusher who was simply too athletic for many of the tackles he faced in the Sun Belt. Never had to develop his hand usage to win against lesser competition. A lot of pass-rushes with no plan of attack. The rare small school prospect with NFL caliber athleticism and flexibility. Pops off the tape right away. Size is a big issue. Will need to gain a considerable amount of weight to play in the NFL. Bull rush was nearly non-existent. Much more of a finesse than power player. Likely limited to a designated pass-rusher.","Rolland-Jones is the kind of player whose athletic testing numbers will play a big role in his evaluation. He needs to add a good deal of weight from his play- ing days at Arkansas State and it’s unclear if he can still be the same high-level athlete with added strength. He’s not particularly refined at this point, but still was incredibly productive at the college level."
"119","EDG","Edge Kentavius Street","Nc State","Incredibly powerful and low to the ground, able to leverage his way through players while turning the corner as a pass-rusher. Shows good bend around the edge when he commits to dipping around a tackle, but too often relies solely on power. Has consistently been a better run defender than pass-rusher, with 20 defensive stops and only four missed tackles in 2017. Too keen to engage and hand fight tackles rather than beating them on contact with a pass-rush move. Dominated at the Shrine game with two sacks and eight total pressures on just 31 pass-rushing snaps. Needs to either develop his pass-rush moves on the edge, or kick inside to exploit his power and leverage. Street sustained a torn ACL in a private workout with the New York Giants on April 4th, likely costing him his entire rookie season.","An intriguing player with monstrous power, Street has been a powerful run de- fender in his college career but only really generated pressure as an edge rush- er with power. He does show the ability to dip and bend, but seeks to engage rather than defeat blocks, which leads to him being eliminated by top tackles. He did dominate the East-West Shrine game, and isn’t far off the necessary size to kick inside and explore life as a 3-technique pass-rushing interior player at the next level."
"120","EDG","Edge Josh Sweat","Florida State","Explosive out of his stance. Can press tackles upfield shoulder and get them off balance. Struggles turning the corner. Even when he gets the edge on tackles, he often can’t turn back to the QB. Never truly dominated a game from start to finish. Was held without a pressure in two separate games this past season. Rarely won if it wasn’t on first contact. Lot of pass-rushes with no real plan of attack after the first move. Length to long arm tackles and keep them at bay. Especially shows up in the run game.","Sweat never quite lived up to his recruiting hype at Florida State before de- claring early for the draft. He has the height and length the NFL is looking for, but was limited by a lack of flexibility on the edge. You can’t teach some of the traits he has though and he will draw interest as a project."
"121","EDG","Edge Chad Thomas","Miami (Fl)","Proficient hands fighter. Powerful first strike when he wants to use it. Average athlete for the edge. First step isn’t going to worry offensive tackles. Struggles cornering. Got pushed past the pocket far more than you’d like against college tackles. Battering ram. Size and strength to rush the passer from the inside as well as outside. Mediocre production for his career. Three-year starter with only 49 total stops over that span. Flashes dominant potential with some incredibly impressive reps.","Thomas is a physical specimen, but didn’t dominate in college like his traits would suggest. That’s always concerning, but he took a big step forward this past year from previous seasons. Thomas has the versatility to play from multi- ple alignments, and should at worst be a plus run defender in the NFL."
"122","EDG","Edge Kemoko Turay","Rutgers","Bendy big man at 6-foot-5, 252 pounds who has the sort of flexibility that can’t be taught. Athleticism combined with length is a deadly combo as a pass-rusher. Can execute myriad of pass-rushing moves. Won 55 percent of his 1-on-1s at the senior bowl, the 2nd-best rate of any edge there. Limited experience playing the run. Doesn’t have the strength you’d want for a typical edge setter. Had some horrible reps in run defense when offensive tackles got into his pads. Could be designated pass-rusher at next level. Agility to cross face of tackles with ease. Closes to ball carriers and quarterbacks with explosiveness when he gets clean.","Turay is a very interesting evaluation. He was dominant as a designated pass-rusher back in 2014 and 2015 (559 snaps combined). Back then he looked more like a wide receiver though. After putting on weight and getting a more full-time role in 2017, his dominance subsided greatly. With so little informa- tion to go on, his performance at the combine will be enormous for his draft stock."
"123","DI","Andrew Brown","Virginia","Slightly built defensive tackle with little college production to speak of. Would disappear for whole games at a time. 7 sacks in college career. Plays with terrific leverage. Able to consistently move the line of scrimmage when going 1-on-1. Asked to play run first from a frog stance most snaps. Scheme not well suited to his strengths. Getting off of blocks is a major issue. Seemingly attached to offensive linemen far too often. Almost awkward looking in his movements. Nothing looks terribly natural about his play style. Pass-rushing toolbox is incredibly limited at this point. Only 35 pressures all last season. Never truly dominated.","Brown flashed a number of reps that make him an intriguing evaluation, but they were so few and far between that you’re left wanting more. He’s graded out right around average all four seasons in college and isn’t so athletic that makes one think there’s underlying potential he hasn’t reached."
"124","DI","Taven Bryan","Florida","First step is fantastic. Got plenty of college guards completely off balance with how quickly he got on top of them. Flexibility of a man much smaller than his listed 290-plus pounds. Can dip and rip on guards. Tweener who may ultimately be best suited playing outside the tackles rather than inside. Power in his strike is nothing special. Not the kind of defensive tackle who can stand offensive linemen up on contact. Block awareness was poor in the run game. Would get washed completely out of plays from not seeing where block was coming from. Weapon on stunts with his ability to crash the B-gap.","Bryan has the kind of first step that GMs will fall in love with – especially in a light defensive line class. It’s concerning though that Florida let Bryan explode off the line of scrimmage consistently and he still wasn’t anything special production-wise. He’s a project in a number of ways, but his flashes suggest he could someday put it all together."
"125","DI","Poona Ford","Texas","Built like an ox. Short for the position but carries 300-plus pounds with ease. Consistently a line of scrimmage mover when going 1-on-1. Takes on blocks with little plan of attack. All too often puts his head down and drives. Nothing as a pass-rusher. Hand usage needs a lot of work. Only 22 total pressures this past season. Often the 0-tech in Texas’ defense. Looked out of place and was far less effective when he didn’t get to simply fire into the center ever snap. Still light as far as nose tackles go and struggled to hold up to double teams.","Ford has a lot of knocks against him. He’s an undersized nose tackle that offers nothing as a pass-rusher. It’s a role that’s simply being phased out of many NFL defenses and will limit him to aggressive, one-gapping teams only. His multi- ple seasons of grading are difficult to overlook though, and he has the build to put on some more weight in time."
"126","DI","Will Geary","Kansas State","Listed at 6-0, 306, but could even be shorter than that. Noticeably much lower to the ground in his stance than everyone else. Some of the most active hands in the entire class. He’s not going to quit until he’s shed the block. Poor athlete. No closing speed whatsoever and first step leaves a lot to be desired. Uncanny balance. Will fight through multiple bodies and somehow be upright and ready to make a play still. Holds up to double teams extremely well. Great natural leverage. Has been one of highest graded run defenders for multiple years. Experience playing three technique as well as nose tackle in Kansas State’s defense. Ugly reps when he does lose. When Offensive linemen get in his pads he can get moved easily.","Few defensive linemen in the entire country can match Geary’s production over the course of his college career. His 91.2 overall grade was third-best in the FBS last year as he made huge strides as a pass-rusher. It rarely looks pret- ty, but Geary gets the job done. His lack of height and athleticism leaves him without a true position in the NFL, but I wouldn’t want to bet against him."
"127","DI","Da’shawn Hand","Alabama","A phenomenal looking athlete, saw just 1,014 snaps in his college career after being a star high school recruit. Has been a better run defender than pass-rusher at Alabama, notching a dozen defensive stops in each of the last two years. Had back-to-back dominant games against Colorado State and Vanderbilt in 2017, imposing himself as a run defender. Was almost anonymous in the National Title game against Georgia, notched just a single hit on the quarterback from 56 snaps. Graded well during practices at the Senior Bowl, particularly on inside moves or the bullrush. A player whose draft stock is based almost entirely on potential rather than production.","Hand was once the No. 1 overall high school recruit in the country, but since that point has played very sparingly at Alabama – never more than 43.7 percent of the possible defensive snaps – and has only flashed the elite potential he does possess. Dominated individual games but has never had an extended stretch of excellent play and has been particularly anonymous as a pass-rusher. NFL teams will likely boost him up their boards based on prototypical measurables, but he needs to find consistent play at the next level to be anything more than a rotational body."
"128","DI","B.j. Hill","Nc State","Penetrating defensive end. At his best when he’s allowed to fire off into the backfield. Extremely inconsistent. Would disappear for games at a time. Four games this year without a single pressure. Highest grade, far and away the best performer in Senior Bowl 1-on-1s. Won 73 percent of his reps there. Not much of an anchor against double teams. Lower body strength leaves something to be desired. Versatility to play any alignment between the tackles. Took 84 snaps as a nose tackle last season. Hit and miss with his leverage. Doesn’t fire off particularly low at the snap and can get forklifted by offensive linemen. Creative pass-rusher who times his move well. Killed a ton of guards this year with a spin move.","Hill will be limited by his athleticism at the next level, but can still be a push- the-pocket type of nose tackle. The problem is, he won’t be a run-stuffing nose tackle anytime soon and some teams aren’t ready to make that trade off. His performance at the Senior Bowl practices was hard to ignore and will attract teams looking for some pass-rush from the nose tackle position."
"129","DI","Maurice Hurst","Michigan","Incredibly explosive off the ball. When he fires off as pass-rusher there’s a noticeable difference between him and others in this class. Almost always wins leverage battle. Plays very low even for an undersized DT. Led all DT/NTs with 49 total pressures. Superb motor. Always fighting even when initially stoned as pass-rusher. Will chase from backside of runs and screens. Small strike zone for opposing offensive linemen. Can rarely get him locked up cleanly Holding up to double teams difficult at his size. Played 237 snaps at NT in 2017, but almost has to be 3-tech only in NFL. Awareness can be an issue. Will attack blocks head down and lose ball carriers Balance is iffy at times. Has some ugly reps when he gets off balance and can get swallowed by Offensive linemen.","Hurst is the cream of this defensive tackle crop. There isn’t another interior player that can come close to his production as a pass-rusher in college and everything on tape suggests it will translate to the NFL. His size will give teams pause, but at no point in his college career was it ever a serious issue against the run – he still ranked 14th nationally in run-stop percentage. Hurst is a con- sistently dominant force whose only real question marks have little to do with his on-field performance."
"130","DI","Rj Mcintosh","Miami (Fl)","Havoc creator. McIntosh wants to disrupt every single play by fighting his way into the backfield in some way, shape, or form. Legit range in the run game. Can work his way from the backside to the front side and still finish on the ball carrier. Slightly built to translate to the NFL game. Looks more like a defensive end at this point than a 3-tech. Plays higher than you’d like against both run and pass. Form against double teams is non-existent much of the time. Plays neither blocker and can get owned. Led to him getting his butt kicked to his lowest grade all year in the bowl game against Wisconsin. High motor type player who’s will to make plays is inspiring. Not always the most technically sound pass-rusher, but fights snap after snap.","McIntosh is an athletic 3-technique, defensive end tweener that profiles to attacking 1-gap defenses. He’s not so overtly athletic though to where you’d fall in love with him at the top of the draft. Still, McIntosh is one of the few interior players in this class who offers legitimate pass-rushing tools that will translate to the NFL."
"131","DI","Derrick Nnadi","Florida State","Stout frame that’s difficult to out-leverage and generate movement on 1-on-1 and Nnadi knows how to play low. At the same time, Nnadi struggled to consistently move the line of scrimmage the other way in the run game. Impressive mobility for a nose tackle. Centers had a hard time reaching him from a shade. Limited pass-rushing skill-set. Registered all of 19 pressures this season and was shut out in seven different games. Struggled cleanly separating from offensive linemen in the run game. Lack of length could be an issue. Consistently productive. Only one truly poorly graded game in the past three seasons.","Nnadi might look like a pass-rushing 3-technique, but his best position at the next level is likely nose tackle. He simply doesn’t offer enough as a pass-rusher to warrant early consideration, but it’s hard to overlook three straight seasons grading above 82.0 for us. He never quite took the next step after a strong sophomore campaign though, and even took a step backwards as a pass-rusher this year."
"132","DI","Kevon Perry","Louisiana","Bully at Louisiana this past season. Manhandled the offensive linemen of the Sun Belt. Was nearly unblockable in the run game at times. Had the 4th most run- stops (32) among interior players. Very little lateral agility. Will limit him as a pass-rusher at the next level. Purely a power player. Terribly unrefined as a pass-rusher. No real moves to speak of outside of barreling into offensive linemen. Size likely limits him to a three-technique at the next level. Still let offensive linemen into his pads too often. Often won after fighting to get himself clean instead of staying clean in the first place.","Perry is one of the most intriguing small school defensive tackles in the draft class. He came out of nowhere to be an absolute force against the run in 2017. Unfortunately, his pass-rush still left a lot to be desired, as he won mainly through a strength advantage that won’t be present in the NFL. That’s not to say he can’t develop, but he’s some ways away from contributing in that regard."
"133","DI","Da’ron Payne","Alabama","As with most defensive linemen from Alabama, very technically sound as a run defender and pass-rusher already. High swipe is his go-to pass-rushing move. Likes to hands fight with opposing offensive linemen. Tackle radius is fantastic – especially if teams see him as a nose tackle. Can make plays up and down the line of scrimmage. Heavy hands. When he wins, it’s usually on first contact where he can control the interaction from the jump. Rarely wow’d as a pass-rusher. Not a ton of clean, quick, dominant wins. Motor is nothing special. Struggled to chase down quarterbacks when moved off their spot. Blew up the national championship game, where he was the highest graded player.","Payne is an NFL ready defensive tackle whose versatility will push him up draft boards. He is comfortable performing in any alignment imaginable between the tackles without his performance declining. At the same time though, he never truly dominated until the Georgia game. He’s not near the pass-rusher that Jonathan Allen was a season ago, but his game should still translate quick- ly to the league."
"134","DI","Harrison Phillips","Stanford","Primarily a nose tackle at Stanford (455 snaps last season), but unlikely to hold up there in the NFL. Very disciplined against the run. Often played head up nose tackle and did well to keep his two-way go versus the center. Much more developed as a run defender than pass-rusher at this point. Didn’t have an above average pass-rushing grade until this season. That being said, was asked to be a run first player much of the time in Stanford’s scheme. Fantastic awareness in the run game. Eyes always tracking running back. Led all defensive tackles this past season with 46 run-stops. Nothing special athletically. Wins almost exclusively with strength and technique. Showed the ability to take over games against Oregon State and USC, with two of the highest graded games this season.","Phillips doesn’t have the sort of raw, physical traits that turns heads, but he does have an impressive track record of performance that’s seen him improve every single year of his career. In a defensive line class lacking high-end talent, Phillips could move up boards because of how capable he is of contributing right away as a run defender."
"135","DI","Deadrin Senat","Usf","Squatty defensive tackle with thick build throughout. Limited length but shouldn’t be a huge issue at nose tackle. Ability to slide into any alignment between the tackles and not be out of place. Usage of leverage is fantastic. Comes naturally at his height, but he still fires off low. Bench presses centers with his hands above his eyes. Technique versus the run is a plus. Surprisingly not much of a pocket pusher. Got it done more with his hands and athleticism as a pass-rusher but will be limited in that regard at NFL level. Plays with a reckless streak as a pass-rusher. Relishes his chance to take shots at opposing quarterbacks.","Athleticism in a nose tackle is rare, but Senat possesses it. That in and of itself will put him on NFL radars. Add to it the way he plays with leverage and his overall hand usage and you have a mid-round prospect that could make an impact early in his NFL career."
"136","DI","Tim Settle","Virginia Tech","Powerful big man who flashes some of the most impressive reps of the entire class. Rare coordination for a man his size. Balance is a serious issue. Ends up on the ground far too often on seemingly innocuous blocks. Gets playmaking happy at times and can easily get caught out of position. A redshirt sophomore with two seasons of outstanding grading for his age. Has the size of a nose tackle, but the play style of a 3-technique. Could be best served to drop weight in NFL. Shows the ability to separate off blocks consistently and finish plays.","Everyone wants the mythical nose tackle that can also rush the passer and Settle certainly fits that billing. As intriguing as his high-end is, his low-end is equally concerning. He’s terribly unrefined at this point and for all the hype around his athleticism, his disappointing performance at the combine sug- gests he might not have the perceived ‘upside’ some think."
"137","DI","Trenton Thompson","Georgia","Violent hands and first strike. Has the ability to ragdoll and toss aside opposing offensive linemen like it’s nothing. Balance is an issue. Gets top heavy and has trouble staying on his feet when changing directions. Double teams were a problem. Had reps where he got taken out of the play completely. Injuries plagued him throughout his college career. Only played 1,079 snaps his entire college career. Checks boxes from a size and athleticism perspective. Ideal 3-4 defensive end toolbox to take on guards and tackles. Rangy versus the run. Can win quickly and close on the opposite side of the line of scrimmage. Not a power player. Wants to win with quicks and isn’t quick enough to win consistently that way as pass-rusher.","Thompson is a bull in a china shop at this point in his development. His game is unrefined and even awkward looking at times, but it still got the job done. His injuries are a concern, as is his mediocre pass-rushing prowess (only 13 total pressures this year). Thompson is an intriguing player after the top of the crop is gone on the interior."
"138","DI","Vita Vea","Washington","Rare coordination for a 340-pound man. Dancing bear-esque qualities. Even mixes in a spin move from time-to-time. An absolute unit. Dominated from first snap to the last against the run. Plays with immense power and solid leverage for his size. Tackle radius is iffy at best. More disruptor than finisher. Only 25 run- stops on the year. Was already on a very limited snap count at Washington. Played only 62 percent of their defensive snaps this past season (554 total). Already a well-developed pass-rushing repertoire. Hump was his go-to move, but also push-pulled well. Worrisome that he still ran hot and cold even on limited snap counts. Some low energy reps on film. Three games with only 1 pressure in 2017.","The evaluation of Vea is as much about value as it is about talent. There’s no denying that he could step in and be a force at nose tackle from day one, but how much will he offer as a pass-rusher and how many snaps can he play? He’s only played over 50 percent of his team’s snaps in one season in college. It’s going to be tough to get first-round value if he can only be a two-down player in the NFL."
"139","LB","Genard Avery","Memphis","Played both inside and outside linebacker for Memphis, with 533 of his 884 snaps outside in 2017. Pass-rush has been consistently his best trait, and he notched 57 total pressures in 2017, though was shut out in the NFLPA Bowl. Run defense has also been solid and his run-stop percentage ranked inside the top 20 in the nation in 2017. 50 defensive stops were also good enough to rank top 20 in the nation among all linebackers. Coverage has been his weakness, with poor grades in all but one season. He allowed 11.3 yards per catch over his college career, including 14.4 in 2017, his most extensive playing time in coverage.","Avery needs to be tied down to a position at the NFL level, after he played both inside linebacker and outside, edge rushing linebacker for Memphis. His strength has been pass-rushing to date, with solid run defense, while coverage has been a weakness, so he may naturally project to the edge. His immediate route to NFL playing time may be special teams while teams work out how best to deploy him on defense."
"140","LB","Jerome Baker","Ohio State","Graded solidly in 2017, but was dramatically better the season before for the Buckeyes, earning an overall grade of 87.7 as a sophomore. Was at his best in 2017 during the Big-10 Championship game and the team’s bowl game against USC. Allowed three touchdowns in coverage in each of his past two seasons of play, notched just two interceptions and two pass breakups over that span. Has speed to burn and can be extremely effective coming forward towards the line of scrimmage Has the skills to mirror receivers and stick with them in coverage, but needs to improve challenging at the catch point. Is significantly more lost in zone coverage, and will need to improve that at the next level to be a three-down player.","Jerome Baker has the athletic profile of a top pick in this draft, and at least one season of play that suggested he can live up to that potential. Took a step back in 2017, which is always a concern, but has the skills to attack at speed against the run and cover backs and tight ends in man coverage. Will need to develop his game as a zone defender to avoid being a scheme-specific player in the NFL."
"141","LB","Ja’whaun Bentley","Purdue","Hard nosed downhill thumper at linebacker who was PFF’s top graded linebacker in the draft class in 2017 thanks to his run defense. Had 53 defensive stops this season, with 79 solo tackles and 35 assists. Played at the Senior Bowl and struggled in coverage during 1-on-1 drills. Saw just one rep in pass-rush drills but won that rep. Had a relatively anonymous outing in the game itself, posting an average grade and just one tackle from 30 snaps for the North team. Struggles to change direction in space and may be athletically short of the NFL standard to convert his college production to the next level. Shows the ability to play strong in tight spaces, shucking off blocks and forcing cuts from running backs behind the line.","Ja’Whaun Bentley had an exceptional PFF grade this season, which came almost entirely in the run game where he was a consistent hammer. He is no- ticeably stiff in his movements and will struggle to play in space against more fluid athletes, but when he has the opportunity to operate in tight quarters he can deliver hits and work through contact to find the ball carrier and impact the run game. Struggled at the Senior Bowl in coverage and was anonymous in the game, suggesting that a step up in competition and athlete may cause problems."
