consensus,Player Name,Position,College,draft_year,gsis_id,round,pick,max_pick,below_consensus,beast_school,beast_grade,beast_rank,beast_summary,beast_strengths,beast_weaknesses,pff_overview,pff_pros,pff_cons,pff_bottom_line,pff_extra,br_positives,br_negatives,br_article_grade,br_overall_rank,br_position_rank,br_pro_comparison,sc_APY,sc_rank_on_date_APY,sc_contract_type,sc_date_signed,sc_years,draft_value,sc_tier,sc_rank,draft_tier,sc_contract_tier,ht_in,wt_lbs,arm_in,hand_in,wing_in,dash40,vj_in,bj_in,shuttle,cone3,bench,z_ht_in,z_wt_lbs,z_arm_in,z_hand_in,z_wing_in,z_dash40,z_vj_in,z_bj_in,z_shuttle,z_cone3,z_bench
304,Kenny Logan,S,Kansas,2024,,,undrafted,257,undrafted - proj undrafted,Kansas,Priority Free Agent,32.0,"Kenny Logan Jr. grew up in St. Augustine and is one of three children — his older brother (Brandon James) was an All-American at Florida (2006-09). Logan was a three-sport standout (basketball, football, track) at Menendez High and played quarterback and defensive back as a senior, rushing for 1,202 yards and 18 touchdowns. A three-star recruit, he had scholarship offers from Alabama, Auburn and others, but Kansas gave him the opportunity to play safety. He led the Jayhawks in tackles each of the past four years, finishing his career with 376 total stops. Logan is an experienced player (defense and special teams), with the instincts BACK TO TABLE OF CONTENTS 315 to anticipate and trigger. He runs the alley with conviction, although his aggressive tendencies can draw him out of position (and savvy receivers will set him up.) Overall, Logan isn’t a premier size/speed athlete for the position, but his spatial awareness keeps him involved with a lot o f plays versus both run and pass.",,,,,,,,"— Physical and decisive defender. Secure tackler in space and in the box. Also flashes big hits. | — Shows good play recognition. Triggers quick to the run and takes on blocks well. | — Nose for the ball. Has shown consistency in his production year-to-year against the run, with 95 total tackles being his lowest over the last three seasons.","— Too often looks for the big hit. Can drop his head, leading to missed tackles. | — Poor eyes in coverage. Can get taken advantage of with play action.",6.7 (Potential Role Player/Contributor — 4th Round),109,S8,Da'Ron Bland,,,,,,0,too_early,,consensus,,70.875,209.0,31.75,9.625,75.75,4.68,33.0,116.0,4.53,7.14,13.0,-0.8975146935213844,0.5761289451000636,0.32016044483965306,0.7269715885123036,-0.0399147120528223,-0.09280049989164713,-0.019109480834067726,0.003270756214244958,-0.11447724064076231,0.062291681177217735,-0.27676032357704977
305,Jontrey Hunter,LB,Georgia State,2024,,,undrafted,257,undrafted - proj undrafted,Georgia State,7th Round-Priority Free Agent,24.0,"A three-year starter at Georgia State, Hunter played the Will linebacker position in defensive coordinator Chad Staggs’ 3-3-5 base scheme. A 195-pound safety when he enrolled, he moved to outside ‘backer, back to safety, to nickel linebacker, and finally to the weakside in his final season. He finished 2023 with a career-high 96 tackles. Despite disappointing testing times, Hunter plays with better range than his numbers suggest and has the fee t to mirror at the line of scrimmage. Though he plays with a quick trigger, his ability to sort and anticipate must improve for him to find more efficient paths to the ball and better finishing execution as a tackler. Overall, Hunter lacks explosive traits and is still refining his key-read process to play faster, but his physicality and pursuit stand out on tape. He will need to play well on special-teams coverages to make an NFL roster.","Versatile athlete who has worn a lot of hats (played the nickel “anchor” role as an underclassman) … displays short-area quickness to respond to the action … trusts his vision and scrapes well laterally with a feel for getting over climbing blocks … improved hand use aids his ability to stay clean … can knife through gaps and get his hands on the ball carrier to blow up plays … has a knack for knocking the ball out (school-record seven career forced fumbles) … shows promise in the passing game, both as a blitzer and when dropping in coverage zones … played on special-teams coverages up until his super senior season … finished his career sixth in Georgia State history in career tackles (234) and fifth in tackles for loss (22.5).","Below-average speed … tackling technique must improve to cut down on the misses … tendency to create bad angles for himself (see 2023 UConn tape) … needs to consistently calm his feet and wrap to finish, especially in space … has worked hard to develop his body and strength, but the next step is playing with better leverage and hand usage to avoid running himself into blocks … reacts well to movement, but his play anticipation remains a work in progress … eyes will spend too much time in the backfield, surrendering spacing in coverage … inconsistent challenging throws at the catch point … missed two games in 2022 with a shoulder injury and required a procedure after the season.",,,,,,— Good frame with room for growth if need be. | — Smooth mover who has good speed and change-of-direction skills to help in coverage. Obvious that he's a former defensive back. | — Good eye discipline in zone coverage to locate threats coming into his area. Uses his hands to disrupt routes. | — Has decent range against outside runs with his angles and speed.,"— Can be late or a little slow to key and diagnose running plays, leading to him getting caught in the trash. | — Struggles to hold his ground and shed in the running game. Gets stuck on blocks and has short arms. | — Doesn't have much pop behind his pads even when coming downhill. | — Misses way too many tackles. Lunges and dives at ankles instead of bringing his feet and running through the ball-carrier.",5.7 (Backup/Draftable — 6th-7th Round),199,LB15,Shades of Jabril Cox,,,,,,0,too_early,,consensus,,73.875,236.0,31.75,9.0,76.875,4.91,32.0,111.0,4.37,7.41,17.0,0.2194015814916796,0.34805355685828326,-0.13689306579781477,-1.034276395073286,-0.13674901810093515,-0.2684907816386926,0.11426576535403657,-0.1968182973715344,0.22200543985557192,0.01720903691693585,-0.9146850622171437
306,Jack Westover,TE,Washington,2024,,,undrafted,257,undrafted - proj undrafted,Washington,7th Round-Priority Free Agent,14.0,"A two-year starter at Washington, Westover was a hybrid H-back in former offensive coordinator Ryan Grubb’s spread scheme (2023 snaps: 42.5 percent inline, 38.6 percent slot, 16.4 percent wide). After playing only two games of high school football, he evolved from a fullback running ISO blocks to a versatile tight end who commanded more and more targets (third on the team with 46 receptions in 2023). A former basketball-focused athlete, Westover has terrific ball skills and posted an 82.1 percent reception rate when targeted in 2023 (No. 1 among FBS tight ends). Though assignment-sound with his run-blocking angles, he lacks consistent pad level and drive strength to create movement. Overall, Westover isn’t a special athlete or smash-mouth blocker, but he is a well-rounded player in a smaller body who catches the ball really well. His special-teams background will help his chances, and he would fit best in an offense like those found in Miami or San Francisco (or maybe Seattle with the newly hired Grubb) — schemes that creatively use the H-back position.","Can see his basketball body control in his ability to track, flip his shoulders and finish … naturally adjusts and frames his catches … quickly releases off the ball and has a great feel for finding space on option routes, especially when stacked with a wide receiver (a staple for the Huskies, which they called “Rhino”) … resets quickly after the catch to maximize his YAC opportunities … has a sturdy lower body to pump his legs and barrel through arm tackles … that same physicality shows as a run blocker … described as a “blue-collar hard worker” by his coaches, and his effort really pops on tape (watch how he chased down Mike Sainristil’s interception return in the national championship game) … played on kick return and punt coverages the last two seasons.","Undersized and will fall below desired thresholds for most schemes … leverage into contact as a blocker needs better consistency … slows his feet to fit, instead of delivering pop at contact … excessive leaning in his routes ensures the safety will drive on his intended path … lacks the creativity or looseness to consistently make NFL-level defenders miss … rarely saw contested-catch windows and was often schemed open with motions or disguises … 80.4 percent of his catches in 2023 came within nine yards of the line of scrimmage, and he won’t create many explosive plays (none of his 87 catches in college went for 30 or more yards) … had a fumble against Arizona in 2023 … played through a ruptured ligament in his left thumb throughout the 2023 season and had postseason surgery (February 2024), which sidelined him for the combine … will turn 25 years old before his first training camp.",,,,,,"— Overall good player in space. Smooth, agile mover. | — Above-average speed. Can race across the line of scrimmage and tear away from underneath defenders. | — Plays with natural, confident hands. Can catch passes outside his frame with consistency. | — Good blocker as an off-ball tight end and move player. Useful on slices, pulls and out in space.","— Light, sawed-off build. May struggle to be a true in-line Y as a result. | — Below-average ability to win the ball in the air. Not a traditional contested catch or red-zone tight end type. | — Brings good effort and technique as a blocker, but prone to being overwhelmed physically.",5.7 (Backup/Draftable — 6th/7th Round),204,TE11,Noah Gray,225000.0,180.0,Practice,2024-10-02,1.0,0,too_early,,consensus,,74.625,243.0,32.125,9.125,77.125,,,,4.38,7.08,,-1.3630571290020304,-0.7107858794536221,-0.6047361868480531,-1.435429342783796,-0.9258050638266923,,,,-0.10225577883535711,0.08268424387821888,
307,Andrew Coker,OT,TCU,2024,,,undrafted,257,undrafted - proj undrafted,TCU,7th Round-Priority Free Agent,25.0,"A four-year starter at TCU, Coker was a mainstay at right tackle in offensive coordinator Kendal Briles’ zone-based scheme. He was predominantly a right tackle in high school and his first four seasons in Fort Worth before starting the first five games of 2023 at left tackle because of injuries (he returned to right tackle for the second half of the season). Coker is alert and active in pass protection, and his hand strikes are punctual and piercing, which helps him stay between the defender and the football. However, his feet are heavy, and his poor redirect and recovery makes it tough for him to sustain blocks, often leaving him overextended and compromised. Overall, Coker is an experienced, wide-bodied blocker with the base fundamentals and toughness to survive in the NFL, but his margin of error will be very small against NFL speed and power. He projects as a depth piece at both tackle and guard.","Big-bodied blocker with adequate arm length … solid footwork to establish his base and proper positioning … slides well laterally and flashes snap in his punch to jolt defenders at contact … his ability to reset through engagement helps prolong the life of his anchor … diagnoses the rush well to anticipate basic games and stunts (he cites former TCU offensive lineman Lucas Niang as a mentor) … his big hands have a strong connect rate while on the move … comfortable on wash- downs, short-pulls or climbs to the linebacker level … his work ethic was instilled in him at a young age by his disciplinarian father … played a lot of college football (46 career starts) and has experience at both left and right tackle.","His footwork gets choppy and sloppy due to below-average change-of-direction skills … his pass-set landmarks and spatial depth must be perfect to compensate for his lackluster range and recovery skills … explosion is missing from his movements … core strength looks solid one play and then middling the next, which leaves him falling off blocks … caught leaning in the run game, with his feet struggling to keep up with his hands … easy target for flags and needs to let his BACK TO TABLE OF CONTENTS 131 hands go quicker as a run blocker (31 career penalties) … needs to show better patience as a climber for better fit angles … was a tackle in high school and college and lacks experience inside at guard.",,,,,,,,,,,,225000.0,108.0,Practice,2024-10-22,1.0,0,too_early,,consensus,,78.875,315.0,34.0,9.5,81.0,5.36,25.5,94.0,4.93,7.95,24.0,1.3040845768229201,0.07633967870663348,0.37223476383364806,-0.8761787410570971,-0.0033106720409983286,-0.30473727361112096,-0.0438841722372672,-0.20417663501730096,-0.05655443057324287,-0.0551986119368037,-0.15352336291903373
308,Carlton Johnson,CB,Fresno State,2024,,,undrafted,257,undrafted - proj undrafted,,,,,,,,,,,,,,,,,,,,,,,0,too_early,,consensus,,,,,,,,,,,,,,,,,,,,,,,
309,George Holani,RB,Boise State,2024,,,undrafted,257,undrafted - proj undrafted,Boise State,7th Round-Priority Free Agent,24.0,"A four-year starter at Boise State, Holani was part of the backfield mix in former offensive coordinator Bush Hamdan’s multiple-run scheme. (Hamdan was one of five different offensive coordinators Holani had during his college career). After a breakout freshman season, Holani battled multiple injuries over the last four years, but he was consistently productive when available and finished his career No. 5 all-time in rushing yards at Boise State (just behind Jay Ajayi). As one might expect given his rugby background, Holani runs with physicality, patience and a great feel for run angles to give tacklers the slip and consistently maximize what is in front of him. Though toughness is his calling card, NFL scouts say he might be too tough for his own good and that he’ll need to be protected from himself to keep his name off the injury report. Overall, Holani isn’t super twitchy, and his injury history might be an issue, but he has outstanding reactive instincts and a well-rounded skill set that NFL coaches will trust in any situation. He can be a depth piece on an NFL roster.","Modest build but runs stronger and more violent than he looks … sees the field well, pre- and post-snap … anticipates blocking and pursuit angles, and he adjusts his footwork to press the hole and cut accordingly … decisive short-area burst once the lane develops, allowing him to patch together multiple moves … has a knack for avoiding or stepping out of tackle attempts because of his acceleration … runs with a determination for the sticks … dependable hands in the screen game … six fumbles in his career, but none in 2023 … outstanding mental and physical toughness — seems to get better with lather to grind out yards late in games … averaged 7.5 yards per punt return (12/90/0) … his coaches and teammates unanimously praise his drive and unselfish nature.","Runs with physicality but creates average knee churn and will struggle to power through congestion (NFL scout: “I really thought he would be bigger in person.”) … not a twitchy start-stop runner that will make NFL linebackers miss in the hole … looks great in pass pro on some tapes (vs. Washington in 2023), but shaky on others (vs. Fresno State) … battled several injuries over the last four seasons: strained leg muscle in the 2023 opener that forced him to miss the next six games; missed three games (and parts of others) as he fought through a hamstring injury during the 2021 season; missed four games and eventually took a redshirt for 2020 after he was sidelined with a torn left MCL … limited special-teams resume, aside from punt returns … will turn 25 years old late in his rookie season.",,,,,,,,,,,,256667.0,229.0,Practice,2024-08-28,1.0,0,too_early,,consensus,,70.375,208.0,29.75,9.75,72.375,4.52,39.0,127.0,4.33,7.32,24.0,-0.034257497426931155,-0.21089672825167033,-0.8162976711321022,1.0930291696474268,-0.737893718581092,-0.2432938570386208,0.2413392802427948,0.5239100203438656,-0.08768824572093524,-0.09998685229034748,0.9121785061986497
310,Anim Dankwah,OT,Howard,2024,,,undrafted,257,undrafted - proj undrafted,Howard,7th Round-Priority Free Agent,26.0,"A three-year starter at Howard, Dankwah lined up at left tackle in the Bison’s zone-based run scheme. After splitting the first 18 years of his life between Ghana and Canada, he committed himself to football and showed incremental improvement each season in college, helping Howard win back-to-back MEAC titles in his junior and senior seasons — there is a major difference between his 2021 tape versus Maryland and his 2023 tape against Northwestern. With his towering size and super-long arms, Dankwah often makes first meaningful contact and forces rushers to take elongated paths around him. However, he tends to be overly reliant on his length and upper-body control, leaving his feet stagnant and out of sync with his hands. Overall, Dankwah is a work in progress, as he learns how to maximize his gifts and compensate for his tall center of gravity. But his promising movements and God-given size are the foundation of something an NFL coaching staff can mold. In several ways, he reminds me of an FCS version of Dawand Jones.","Massive size; you don’t need his jersey number to spot him on tape … broad-shouldered and comfortably carries 350-plus pounds … moves lighter than expected with the lateral quickness to mirror edge rushers … gains ground quickly in his pass slides and works hard to maintain knee bend (wears the No. 77 jersey because of Tyron Smith) … able to eat up bull rushers and spit them out … steers defenders in the run game once he gets his hands on them … creates wide lanes on down blocks and churns his feet on play-side runs … described as “self-aware” and “upbeat” and has a good handle on what he knows and what he doesn’t, according to an NFL scout … started all 12 games in 2023 after battling injuries as an underclassman.","Upright and plays top-heavy … maintaining a steady weight needs to be a priority for his pro career … can do a better job maximizing his length to keep defenders at his fingertips with better timing and recoil … gets in trouble when he over-sets, lacking ideal redirect skills for natural recoveries … needs to improve his efficiency anticipating and reacting to twists and games … struggles to control himself out in space and in the screen game … his field vision and instincts are still a work in progress, which is expected considering his relative inexperience … missed chunks of the 2021 and 2022 seasons because of injuries … doesn’t have a large sample size against high-level competition.",,,,,,,,,,,,225000.0,110.0,Practice,2024-09-10,1.0,0,too_early,,consensus,,79.75,353.0,35.125,9.75,85.5,5.44,27.5,88.0,5.21,8.46,24.0,1.8985846717785313,3.2285071994751084,1.0864194857925427,-0.4013907845156857,1.2951697516177307,-0.29420489752666984,0.06508075129769186,-0.4365290105168973,-0.01160539643499576,-0.02394894901462171,-0.15352336291903373
311,Kalen DeLoach,LB,Florida State,2024,,,undrafted,257,undrafted - proj undrafted,Florida State,7th Round-Priority Free Agent,21.0,"A three-year starter at Florida State, DeLoach played Mike linebacker in defensive coordinator Adam Fuller’s 4-2-5 base scheme. After a few early struggles after he enrolled, he grew into the heartbeat of the Seminoles’ defense and was one of the few FSU starters who suited up for the 2023 Orange Bowl after the team was snubbed for the College Football Playoffs. With his aggressive athleticism, DeLoach is always in hunting mode, and his blitzing speed produced some of his best moments on tape (only Jared Verse had more sacks for the Seminoles in 2023). Though his instincts lead him to the football, he can be eaten up by blockers and doesn’t have the take-on leverage to consistently free himself once engulfed. Overall, DeLoach doesn’t have the size or strength to be an every-down player in the NFL, but he has subpackage potential in the right situation if he continues to develop in coverage. His ability to consistently be the first guy down the field on kickoffs might be his saving grace.","Can really run (the tape and stopwatch both back that up) … flashes an outstanding closing burst once he hits the accelerator … always in chase mode, and a healthy percentage of his tackles are away from the box … quick-footed to find his balance and quickly redirect … masks his blitzes well, and his ability to pressure the pocket was a game-changing quality (his sack-fumble-score flipped the Clemson game for FSU) … finishes once in the backfield … stays controlled as a tackler with the hand strength to get ball carriers on the ground … reserved off the field, but flips a switch on the field and leads with his mindset (the coaches say he consistently played through bumps and bruises) … was a special-teams ace in college (10 tackles) and has core-four potential in the NFL.","Looks more like a safety and will be considered a tweener in most schemes … too easily swallowed up and eliminated from the p lay by blocks … struggles to sink and leverage gaps with force … inconsistent trigger and his feet are quicker than his eyes once he has to reset his sightlines … picks up speed as he goes, but can get a late start at times (average explosiveness) … missteps in coverage because of average response times in zone lead to completions and YAC for the offense … has the speed to stay attached to tight ends across the field, but big-bodied targets will be able to make plays over him and his smaller wingspan … his missed tackles are usually a result of an erratic strike zone … only average tackle production in college (never reache d 70 tackles in a season).",,,,,,,,,,,,225000.0,274.0,Practice,2024-10-01,1.0,0,too_early,,consensus,,71.5,210.0,31.5,8.625,74.875,4.47,30.5,119.0,,,23.0,-1.421204162041834,-3.120354710091875,-0.3797678599552285,-1.786892073957926,-1.0040581058762426,-0.3605667406266838,-0.015286203655131898,0.17214897399526613,,,0.536329194263784
312,Jackson Sirmon,LB,California,2024,,,undrafted,257,undrafted - proj undrafted,,,,,,,,,,,,"— Reads and flows with run plays well, stays in his gap and doesn't overrun on the back side. | — Has decent speed when coming downhill and some pop behind his pads. | — Uses his hands to take on blocks against the run, helping to get some extension and mitigate having short arms. | — Wraps up when tackling and has very few misses.","— Gets bounced around when taking on blocks from offensive linemen. Plays high and lacks some lower-body strength to anchor. | — Has a habit of taking on blocks square instead of getting on an edge and in his gap, covering himself up. | — Poor lateral movement skills, limiting his range versus outside runs and causing issues in coverage. | — A little stiff in the hips to turn and run when ROBOTing versus play action or when playing Tampa 2.",5.4 (Backup/UDFA with Roster Potential — UDFA),245,LB22,Jake Hansen,225000.0,275.0,Practice,2024-09-11,1.0,0,too_early,,consensus,,,,,,,,,,,,,,,,,,,,,,,
313,Harrison Mevis,K,Missouri,2024,,,undrafted,257,undrafted - proj undrafted,,,,,,,,,,,,,,,,,,,,,,,0,too_early,,consensus,,,,,,,,,,,,,,,,,,,,,,,
314,Carson Steele,RB,UCLA,2024,,,undrafted,257,undrafted - proj undrafted,UCLA,Priority Free Agent,31.0,"A one-year starter at UCLA, Steele was a natural fit in former head coach Chip Kelly’s diverse run scheme (RPO, counters, pulls). After two productive seasons at Ball State, including leading the MAC in rushing in 2022, he wanted to challenge himself at the Power 5 level — and led the Bruins in rushing in 2023. Although he is a tad upright, Steele runs with downhill burst and physicality and offers outstanding durability to continue pushing forward without wearing down. He doesn’t offer much of a home-run threat (just three of his 167 carries in 2023 resulted in a 20-plus-yard gain), and his forced missed tackles (96 in 2022; 40 in ‘23) and plays of 10-plus yards (42 in 2022; 26 in ‘23) predictably decreased against better competition. Overall, Steele won’t wow with his ability to create with speed or lateral quickness, but he runs with vision and urgency and has pass-catching value. His chances of earning an NFL roster spot likely will hinge on his development in pass protection and special-teams coverage.","Built like a linebacker with his well-developed, sculpted frame (also resembles Fabio with his long blonde locks) … there are legendary tales from his weight-room sessions (earned a spot on Bruce Feldman’s “Freaks List” with a 450-pound bench press, 350-pound power clean and 675-pound squat) … has the run strength and forward lean to work his way through the pile … tape shows an agile ball carrier who can follow blocks and glide through the crease … able to tap into his reserve tank for a little extra gear once he smells blood in the water … soft hands and catches the ball without breaking stride … collects his feet quickly in and out of route cuts … outstanding durability (rarely missed time over his career) and plays with a workhorse attitude.","Plays decisive and fast — but likely not fast enough to run away from NFL pursuit angles … will make too much contact with his own blockers and urgency as a runner will backfire at times … inconsistent balance in his gather-and-cut movements, causing him to lose traction and pace … broken tackles are based more on physicality and toughness than elusiveness … more choppy than fluid with his steps … has the mentality for special teams but technique and reaction skills aren’t ready for NFL pressures … doesn’t have an extensive special-teams background … will arrive in the NFL with high mileage (more than 1,000 offensive touches in high school and more than 700 in college).","Steele was a standout rusher at Ball State before transferring to UCLA for the 2023 season. Though his rushing grade was higher in zone blocking schemes, his hard-nosed style better fits man/gap schemes. He is a compact, powerful player. He plays behind his pads, will lower the shoulder against anyone and will stiff-arm lighter defenders into the ground. His legs are always churning for extra yards. He is a bit stiff on one- cuts and when looking to make players miss in open space. His long speed will be well below average for the NFL level due to a shorter stride length. He has the strength and body type to be a reliable pass protector. ","Compact, powerful frame. Will fight hard for every yard. Legs don't stop churning. Fierce stiff arm. ","High missed tackles forced average comes more from breaking tackles than making players miss in space. Has the power to be reliable in pass protection, but his technique is inconsistent. Long speed will be well below average for the NFL. Shorter strides cap how much ground he covers. ","Steele won't be a home-run hitter in the NFL, but he can be a short-yardage, third-down back with his powerful running style.",,,,,,,,,,,,,0,too_early,,consensus,,72.625,228.0,30.0,9.75,73.625,4.75,37.5,116.0,4.36,7.07,28.0,1.2345875034245228,1.3754617900561563,-0.5787888993819047,1.0930291696474268,-0.22883744593004662,-0.1783486978965254,0.1638502819316228,-0.0377799085962248,-0.08595623168051253,-0.12939184295501577,1.6831164695020244
315,Nick Samac,IOL,Michigan State,2024,00-0039237,7.0,228,257,87,Michigan State,Priority Free Agent,14.0,"Nicholas “Nick” Samac grew up in Mentor and started playing football at age 7 (his father, Joe, was the youth coach). He outgrew running back and moved to offensive line at age 10, then went on to play tackle and guard at Mentor High, earning All-State honors. A four-star recruit, he committed to Michigan State and stayed loyal, even after Ohio State reached out with an offer. After three seasons as an off-and-on starter, he was the full-time starting center his final two seasons. He suffered a fractured left fibula late in his final season, which sidelined him for the draft process. Samac is quick with his snap and step, and he has the play strength and controlled finish to steer as a run blocker. He shows flexibility in pass pro, but NFL power will bully him, especially when it reaches his edge. Overall, Samac is well-schooled in the run game, hitting his landmarks and fitting with his hands, but his consistency as a pass blocker must catch up for him to stick.",,,,,,,,,,,,,,,,,,,87,too_early,,reach,,76.0,307.0,32.75,9.75,79.0,,,,,,,-0.649272878031231,-0.5872745361919929,-0.42130381612067913,-0.4013907845156857,-0.5804130825559891,,,,,,
316,Dallas Gant,LB,Toledo,2024,,,undrafted,257,undrafted - proj undrafted,Toledo,Priority Free Agent,28.0,"Dallas Gant grew up in Toledo — his father (Jim) played football at Toledo (1990-93); his mother (Rhonda) was a Toledo cheerleader. As a senior at St. John’s Jesuit, he posted 96 tackles and was named a U.S. Army All-American. A four-star recruit, he signed with Ohio State over Notre Dame but struggled to find defensive snaps in Columbus. He transferred to his hometown Toledo and started at Mike linebacker in 2022 and 2023, leading the team in tackles both seasons. Gant has a long, athletic frame with explosive straight-line speed to work through traffic and find the football. He uses his hands to shock a block, although he can get hung up if his trigger is a half-second late. He is adequate as an underneath zone defender and can carry backs or tight ends in man coverage. Overall, Gant moves with some tightness, which restricts his quick changes of direction, but he plays fast in pursuit and has a ton of special -teams experience (791 career snaps).",,,,,,,,,,,,,,225000.0,310.0,Practice,2024-08-28,1.0,0,too_early,,consensus,,74.5,228.0,33.25,10.0,80.625,4.68,35.0,126.0,4.5,7.43,17.0,0.6511399350531306,-0.7191489868186886,1.3203556991466676,0.9726987486190871,1.4894555214777663,-0.3166213965642335,0.3733697033723735,0.49499533644121657,1.1529959940886239,0.020241897317305378,-0.9146850622171437
317,Karsen Barnhart,OT,Michigan,2024,,,undrafted,257,undrafted - proj undrafted,Michigan,7th Round-Priority Free Agent,23.0,"A two-year starter at Michigan, Barnhart was a Swiss Army knife offensive lineman in head coach Jim Harbaugh’s power-spread offense. He was Mr. Versatility for the Wolverines’ offensive line the last few seasons and an unsung hero of the team’s national championship run — he shifted to right guard to replace the injured Zak Zinter for the final three games of 2023 and played well. In the run game, Barnhart doesn’t have the explosive power to overwhelm bigger bodies, but he is technically sound with adequate movement skills as a puller. Despite his experience at tackle, he struggles to expand his landmark depth versus outside speed and will need to improve his strike skills to answer quicker interior penetration. Overall, Barnhart doesn’t have any dominant traits that will help him stand out on an NFL field, but he has a functional skill set and prefers to play a physical brand of football. He projects as a potential NFL backup on the interior.","Plays with functional width and arm length … flashes strength in his hands to latch inside and torque defenders from their path … drives his feet and maintains his balance at contact to help create movement in the run game … quick-footed and comfortable on the move to execute short and long pulls (watch his lead block on Blake Corum’s game-winning touchdown run in the Rose Bowl) … zeroes in on second-level climbs … brings the tenacity and toughness required for the pro game, without attracting penalties … sets up with proper posture in pass protection, which helps him absorb and anchor versus power … logged multiple starts at four of the five offensive line positions at Michigan (didn’t play center in college).","Mediocre core strength and overall mass for NFL trench play … initial step as a pass blocker lacks explosion and won’t be able to match bursty edge rushers (see 2023 Penn State tape against Chop Robinson) … though he isn’t stiff, he isn’t super fluid either, which hinders his ability to answer/recover against pass- rush counters … pads will rise as the play progresses, which dings his anchor … will dig himself a hole when going for the kill shot on the move, instead of breaking BACK TO TABLE OF CONTENTS 154 down and securing the block … run angles need to be tightened up and will have little margin for error in this area against next-level play strength … he offers tackle experience but will be tough to trust outside in the NFL.",,,,,,,,,,,,225000.0,109.0,Practice,2024-08-28,1.0,0,too_early,,consensus,,76.5,306.0,33.375,9.875,81.25,5.21,29.5,111.0,4.7,7.83,22.0,-0.309558538056596,-0.6702263130543211,-0.02453452614351554,-0.16399680624497995,0.06882712927337552,-0.3244854787694668,0.1740456748326509,0.45415509556488864,-0.09347685147251718,-0.06255147380084651,-0.545771536240963
318,Hayden Hatten,WR,Idaho,2024,,,undrafted,257,undrafted - proj undrafted,,,,,,,,,,,,,,,,,,,,,,,0,too_early,,consensus,,,,,,,,,,,,,,,,,,,,,,,
319,Josiah Ezirim,OT,Eastern Kentucky,2024,00-0039428,7.0,239,257,80,Eastern Kentucky,6th-7th Round,21.0,"A two-year starter at Eastern Kentucky, Ezirim lined up at right tackle in the Colonels’ inside/outside zone-run scheme. A defensive lineman only in high school, he moved to the offensive line midway through his college career and showed gradual improvement the last two seasons in the FCS, while also holding his own against the FBS opponents (Cincinnati, Kentucky) on Eastern Kentucky’s schedule. With his exceptional length and initial movements, Ezirim is ideally suited for a zone-blocking scheme and didn’t give up a sack in 2023. However, he is still very new to the offensive line, and it shows — his blocking awareness is undeveloped, his pass-set technique is raw, and his lateral control must improve. Overall, Ezirim has athletic tools and outstanding size but is inexperienced and will need time with a patient coaching staff that can continue developing his talent and building his confidence on the offensive line. He is a draft -and-stash prospect with developmental traits.",Looks the part of an NFL lineman with an athletic frame and outstanding arm length … comfortably carries 325-plus pounds and moves with flexibility in his lower half … fires off the ball in the run game to engulf defenders and generate movement … seems to enjoy removing defenders from their feet as a road grader … solid functional strength to create stalemates … tries to work his hands underneath rushers for better control in pass protection … his discipline improved each game and he wasn’t a flag magnet (only two penalties in 2023) … EKU offensive-line coach Erik Losey calls him one of his “favorite players and people of all time” because of the way he developed the last few seasons … durable and played in all of EKU’s 23 games the last two seaso ns.,"Average lateral quickness and needs a lot of work in pass protection … inconsistent initial slide steps, which disrupts his pass-set depth … his recovery instincts are lacking right now … catches too much and doesn’t play with stiff hands to answer power … gets upright quickly, which lessens his anchor strength … lacks experience picking up on pass-rush clues and plays too reactively instead of anticipating setup moves … finds himself high-hipped in the run game and falls off blocks when his feet and upper half are working from different leverages … has the mobility to reach and pick off linebackers, but his breakdown angles must improve … a right tackle only in college and lacks functional experience at other positions.",,,,,,,,,,,,225000.0,133.0,Practice,2024-08-28,1.0,80,too_early,,reach,,77.75,329.0,35.75,10.75,85.125,5.15,29.5,113.0,,,28.0,0.5397273118799913,1.2376645547792295,1.4831887757697062,1.49776104164996,1.18696304964617,-0.3323847608328051,0.1740456748326509,0.5316058873980875,,,0.6309729837248249
320,Jarrett Kingston,IOL,USC,2024,00-0039832,6.0,215,257,105,,,,,,,,,,,,,,,,,,,,,,,105,too_early,,reach,,,,,,,,,,,,,,,,,,,,,,,
